,STATION,AWND,AVG PRECIP,TOTAL PRECIP,AVG SNOW,TOTAL SNOW,AVG TEMP,AVG MAX TEMP,MAX TEMP,AVG MIN TEMP,MIN TEMP,TAVG2,LATITUDE,LONGITUDE,ELEVATION,Begin,End,fire
30,USC00045091,7.070887097,0.2071428571,1.45,0.0,0.0,80.13261649,74.83333333,80.0,47.33333333,36.0,61.08333333,33.81299,-116.64193,2554.2,2017-07-30,2017-08-05,None
31,USC00045091,6.927580645,0.0,0.0,0.0,0.0,79.29032258,79.28571429,80.0,50.0,42.0,64.64285714,33.81299,-116.64193,2554.2,2017-08-06,2017-08-12,major
32,USC00045091,6.927580645,0.0,0.0,0.0,0.0,79.29032258,78.14285714,80.0,46.85714286,44.0,62.5,33.81299,-116.64193,2554.2,2017-08-13,2017-08-19,minor
33,USC00045091,6.927580645,0.0,0.0,0.0,0.0,79.29032258,78.14285714,81.0,51.14285714,50.0,64.64285714,33.81299,-116.64193,2554.2,2017-08-20,2017-08-26,None
34,USC00045091,6.991665323,0.01428571429,0.1,0.0,0.0,75.38405018,83.14285714,85.0,52.57142857,52.0,67.85714286,33.81299,-116.64193,2554.2,2017-08-27,2017-09-02,None
35,USC00045091,7.05575,0.11,0.77,0.0,0.0,71.47777778,72.57142857,76.0,49.42857143,45.0,61.0,33.81299,-116.64193,2554.2,2017-09-03,2017-09-09,None
36,USC00045091,7.05575,0.0,0.0,0.0,0.0,71.47777778,66.0,66.0,36.0,35.0,51.0,33.81299,-116.64193,2554.2,2017-09-10,2017-09-16,None
37,USC00045091,7.05575,0.0,0.0,0.0,0.0,71.47777778,66.95238095,68.66666667,37.19047619,35.66666667,52.07142857,33.81299,-116.64193,2554.2,2017-09-17,2017-09-23,None
38,USC00045091,7.05575,0.0,0.0,0.0,0.0,71.47777778,67.9047619,71.33333333,38.38095238,36.33333333,53.14285714,33.81299,-116.64193,2554.2,2017-09-24,2017-09-30,None
39,USC00045091,5.948064516,0.0,0.0,0.0,0.0,68.1827957,68.85714286,74.0,39.57142857,37.0,54.21428571,33.81299,-116.64193,2554.2,2017-10-01,2017-10-07,None
40,USC00045091,5.948064516,0.0,0.0,0.0,0.0,68.1827957,67.85714286,72.0,36.0,31.0,51.92857143,33.81299,-116.64193,2554.2,2017-10-08,2017-10-14,None
41,USC00045091,5.948064516,0.0,0.0,0.0,0.0,68.1827957,65.0,67.0,37.66666667,34.0,51.33333333,33.81299,-116.64193,2554.2,2017-10-15,2017-10-21,None
42,USC00045091,5.948064516,0.0,0.0,0.0,0.0,68.1827957,67.42857143,70.0,40.85714286,37.0,54.14285714,33.81299,-116.64193,2554.2,2017-10-22,2017-10-28,minor
43,USC00045091,5.071282258,0.0,0.0,0.0,0.0,64.30436082,60.57142857,66.0,37.57142857,26.0,49.07142857,33.81299,-116.64193,2554.2,2017-10-29,2017-11-04,None
44,USC00045091,4.1945,0.0,0.0,0.0,0.0,60.42592593,56.28571429,60.0,40.0,33.0,48.14285714,33.81299,-116.64193,2554.2,2017-11-05,2017-11-11,None
45,USC00045091,4.1945,0.03285714286,0.23,0.0,0.0,60.42592593,60.0,63.0,41.28571429,34.0,50.64285714,33.81299,-116.64193,2554.2,2017-11-12,2017-11-18,minor
46,USC00045091,4.1945,0.0,0.0,0.0,0.0,60.42592593,60.0,72.0,35.83333333,27.0,47.91666667,33.81299,-116.64193,2554.2,2017-11-19,2017-11-25,None
47,USC00045091,5.040354839,0.0,0.0,0.0,0.0,57.96385902,60.42857143,72.0,38.28571429,29.0,49.35714286,33.81299,-116.64193,2554.2,2017-11-26,2017-12-02,None
48,USC00045091,5.886209677,0.0,0.0,0.0,0.0,55.50179211,46.57142857,58.0,28.57142857,17.0,37.57142857,33.81299,-116.64193,2554.2,2017-12-03,2017-12-09,None
49,USC00045091,5.886209677,0.0,0.0,0.0,0.0,55.50179211,54.0,60.0,30.83333333,25.0,42.41666667,33.81299,-116.64193,2554.2,2017-12-10,2017-12-16,minor
50,USC00045091,5.886209677,0.0,0.0,0.0,0.0,55.50179211,42.57142857,52.0,25.0,12.0,33.78571429,33.81299,-116.64193,2554.2,2017-12-17,2017-12-23,None
51,USC00045091,5.886209677,0.0,0.0,0.0,0.0,55.50179211,57.0,61.0,31.4,28.0,44.2,33.81299,-116.64193,2554.2,2017-12-24,2017-12-30,None
52,USC00045091,5.211532258,0.0,0.0,0.02617801047,0.1832460733,55.54480287,54.28571429,58.0,32.42857143,29.0,43.35714286,33.81299,-116.64193,2554.2,2017-12-31,2018-01-06,None
53,USC00045091,4.536854839,1.365714286,9.56,2.733333333,8.2,55.58781362,50.0,58.0,32.85714286,25.0,41.42857143,33.81299,-116.64193,2554.2,2018-01-07,2018-01-13,None
54,USC00045091,4.536854839,0.04,0.28,1.8,1.8,55.58781362,53.28571429,58.0,30.14285714,19.0,41.71428571,33.81299,-116.64193,2554.2,2018-01-14,2018-01-20,None
55,USC00045091,4.536854839,0.0,0.0,0.0,0.0,55.58781362,41.71428571,52.0,21.14285714,12.0,31.42857143,33.81299,-116.64193,2554.2,2018-01-21,2018-01-27,None
56,USC00045091,5.169320277,0.0,0.0,0.06735448106,0.4714813674,53.63716078,53.42857143,59.0,30.42857143,29.0,41.92857143,33.81299,-116.64193,2554.2,2018-01-28,2018-02-03,None
57,USC00045091,5.801785714,0.0,0.0,0.08235294118,0.5764705883,51.68650794,53.0,56.0,32.28571429,28.0,42.64285714,33.81299,-116.64193,2554.2,2018-02-04,2018-02-10,None
58,USC00045091,5.801785714,0.0,0.0,0.0,0.0,51.68650794,45.14285714,59.0,20.85714286,10.0,33.0,33.81299,-116.64193,2554.2,2018-02-11,2018-02-17,None
59,USC00045091,5.801785714,0.1585714286,1.11,0.45,1.8,51.68650794,36.14285714,59.0,13.57142857,2.0,24.85714286,33.81299,-116.64193,2554.2,2018-02-18,2018-02-24,None
60,USC00045091,6.12452189,0.02142857143,0.15,1.45,2.9,52.97049412,41.14285714,46.0,19.85714286,5.0,30.5,33.81299,-116.64193,2554.2,2018-02-25,2018-03-03,None
61,USC00045091,6.447258065,0.004285714286,0.03,0.02363636364,0.1654545455,54.25448029,48.28571429,55.0,27.57142857,16.0,37.92857143,33.81299,-116.64193,2554.2,2018-03-04,2018-03-10,None
62,USC00045091,6.447258065,0.25,1.75,0.925,3.7,54.25448029,46.0,51.0,27.71428571,15.0,36.85714286,33.81299,-116.64193,2554.2,2018-03-11,2018-03-17,None
63,USC00045091,6.447258065,0.1914285714,1.34,0.175,0.7,54.25448029,44.71428571,50.0,29.14285714,19.0,36.92857143,33.81299,-116.64193,2554.2,2018-03-18,2018-03-24,None
64,USC00045091,6.447258065,0.0,0.0,0.0,0.0,54.25448029,46.33333333,56.0,26.66666667,20.0,36.5,33.81299,-116.64193,2554.2,2018-03-25,2018-03-31,None
65,USC00045091,8.107,0.0,0.0,0.0,0.0,61.96666667,61.0,64.0,34.28571429,21.0,47.64285714,33.81299,-116.64193,2554.2,2018-04-01,2018-04-07,None
66,USC00045091,8.107,0.0,0.0,0.0,0.0,61.96666667,61.14285714,67.0,34.57142857,30.0,47.85714286,33.81299,-116.64193,2554.2,2018-04-08,2018-04-14,None
67,USC00045091,8.107,0.0,0.0,0.0,0.0,61.96666667,55.5,68.0,28.66666667,23.0,42.08333333,33.81299,-116.64193,2554.2,2018-04-15,2018-04-21,None
68,USC00045091,8.107,0.0,0.0,0.0,0.0,61.96666667,64.6,67.0,35.0,32.0,49.8,33.81299,-116.64193,2554.2,2018-04-22,2018-04-28,None
69,USC00045091,8.51430292,0.01285714286,0.09,0.0,0.0,62.61953405,54.33333333,65.0,32.66666667,27.0,43.5,33.81299,-116.64193,2554.2,2018-04-29,2018-05-05,None
70,USC00045091,8.921605839,0.0,0.0,0.0,0.0,63.27240143,71.0,77.0,43.85714286,38.0,57.42857143,33.81299,-116.64193,2554.2,2018-05-06,2018-05-12,None
71,USC00045091,8.921605839,0.0,0.0,0.0,0.0,63.27240143,59.0,64.0,35.28571429,28.0,47.14285714,33.81299,-116.64193,2554.2,2018-05-13,2018-05-19,None
72,USC00045091,8.921605839,0.0,0.0,0.0,0.0,63.27240143,60.8,62.0,38.4,34.0,49.6,33.81299,-116.64193,2554.2,2018-05-20,2018-05-26,None
73,USC00045091,8.435219586,0.0,0.0,0.0,0.0,68.38434887,64.0,69.0,39.0,33.0,51.5,33.81299,-116.64193,2554.2,2018-05-27,2018-06-02,None
74,USC00045091,7.948833333,0.0,0.0,0.0,0.0,73.4962963,72.71428571,75.0,42.71428571,40.0,57.71428571,33.81299,-116.64193,2554.2,2018-06-03,2018-06-09,None
75,USC00045091,7.948833333,0.0,0.0,0.0,0.0,73.4962963,74.0,77.0,48.14285714,44.0,61.07142857,33.81299,-116.64193,2554.2,2018-06-10,2018-06-16,minor
76,USC00045091,7.948833333,0.0,0.0,0.0,0.0,73.4962963,74.14285714,81.0,45.71428571,40.0,59.92857143,33.81299,-116.64193,2554.2,2018-06-17,2018-06-23,None
77,USC00045091,7.948833333,0.0,0.0,0.0,0.0,73.4962963,77.14285714,80.0,46.28571429,44.0,61.71428571,33.81299,-116.64193,2554.2,2018-06-24,2018-06-30,None
78,USC00045091,7.331451613,0.0,0.0,0.0,0.0,82.34408602,75.71428571,81.0,45.85714286,42.0,60.78571429,33.81299,-116.64193,2554.2,2018-07-01,2018-07-07,minor
79,USC00045091,7.331451613,0.3128571429,2.19,0.0,0.0,82.34408602,72.28571429,80.0,52.0,47.0,62.14285714,33.81299,-116.64193,2554.2,2018-07-08,2018-07-14,None
80,USC00045091,7.331451613,0.0,0.0,0.0,0.0,82.34408602,74.42857143,77.0,52.57142857,51.0,63.5,33.81299,-116.64193,2554.2,2018-07-15,2018-07-21,None
81,USC00045091,7.331451613,0.0,0.0,0.0,0.0,82.34408602,77.0,80.0,51.25,48.0,64.125,33.81299,-116.64193,2554.2,2018-07-22,2018-07-28,minor
82,USC00045091,7.304517473,0.0,0.0,0.0,0.0,80.96774194,77.5,88.0,54.5,53.0,66.0,33.81299,-116.64193,2554.2,2018-07-29,2018-08-04,None
83,USC00045091,7.277583333,0.0,0.0,0.0,0.0,79.59139785,78.42857143,82.0,50.28571429,46.0,64.35714286,33.81299,-116.64193,2554.2,2018-08-05,2018-08-11,None
84,USC00045091,7.277583333,0.08714285714,0.61,0.0,0.0,79.59139785,72.42857143,75.0,49.14285714,47.0,60.78571429,33.81299,-116.64193,2554.2,2018-08-12,2018-08-18,None
85,USC00045091,7.277583333,0.0,0.0,0.0,0.0,79.59139785,72.85714286,75.0,50.42857143,47.0,61.64285714,33.81299,-116.64193,2554.2,2018-08-19,2018-08-25,None
86,USC00045091,6.883166667,0.0,0.0,0.0,0.0,77.76421745,75.0,77.0,48.14285714,43.0,61.57142857,33.81299,-116.64193,2554.2,2018-08-26,2018-09-01,None
87,USC00045091,6.48875,0.0,0.0,0.0,0.0,75.93703704,70.0,74.0,45.0,42.0,57.5,33.81299,-116.64193,2554.2,2018-09-02,2018-09-08,None
88,USC00045091,6.48875,0.0,0.0,0.0,0.0,75.93703704,78.0,78.0,52.0,52.0,65.0,33.81299,-116.64193,2554.2,2018-09-09,2018-09-15,minor
89,USC00045091,6.48875,0.0,0.0,0.0,0.0,75.93703704,72.46666667,77.66666667,46.66666667,45.33333333,59.56666667,33.81299,-116.64193,2554.2,2018-09-16,2018-09-22,None
90,USC00045091,6.48875,0.0,0.0,0.0,0.0,75.93703704,66.93333333,77.33333333,41.33333333,38.66666667,54.13333333,33.81299,-116.64193,2554.2,2018-09-23,2018-09-29,None
91,USC00045091,6.270786291,0.03571428571,0.25,0.0,0.0,70.17640383,61.4,77.0,36.0,32.0,48.7,33.81299,-116.64193,2554.2,2018-09-30,2018-10-06,None
92,USC00045091,6.052822581,0.1242857143,0.87,0.0,0.0,64.41577061,52.14285714,55.0,31.42857143,28.0,41.78571429,33.81299,-116.64193,2554.2,2018-10-07,2018-10-13,None
93,USC00045091,6.052822581,0.02142857143,0.15,0.0,0.0,64.41577061,46.42857143,50.0,27.0,14.0,36.71428571,33.81299,-116.64193,2554.2,2018-10-14,2018-10-20,None
94,USC00045091,6.052822581,0.0,0.0,0.0,0.0,64.41577061,55.85714286,66.0,32.0,28.0,43.92857143,33.81299,-116.64193,2554.2,2018-10-21,2018-10-27,None
95,USC00045091,5.494536291,0.0,0.0,0.0,0.0,60.85603346,59.42857143,70.0,38.71428571,29.0,49.07142857,33.81299,-116.64193,2554.2,2018-10-28,2018-11-03,None
96,USC00045091,4.93625,0.0,0.0,0.0,0.0,57.2962963,61.0,70.0,36.0,21.0,48.5,33.81299,-116.64193,2554.2,2018-11-04,2018-11-10,None
97,USC00045091,4.93625,0.0,0.0,0.0,0.0,57.2962963,48.0,53.0,26.85714286,25.0,37.42857143,33.81299,-116.64193,2554.2,2018-11-11,2018-11-17,None
98,USC00045091,4.93625,0.0,0.0,0.0,0.0,57.2962963,49.14285714,55.0,27.14285714,21.0,38.14285714,33.81299,-116.64193,2554.2,2018-11-18,2018-11-24,None
99,USC00045091,4.692059426,1.428571429,10.0,4.75,9.5,53.73596177,49.42857143,56.0,31.0,19.0,40.21428571,33.81299,-116.64193,2554.2,2018-11-25,2018-12-01,None
100,USC00045091,4.447868852,0.7257142857,5.08,9.0,27.0,50.17562724,42.14285714,47.0,22.14285714,12.0,32.14285714,33.81299,-116.64193,2554.2,2018-12-02,2018-12-08,None
101,USC00045091,4.447868852,0.0,0.0,0.0,0.0,50.17562724,49.14285714,55.0,21.0,12.0,35.07142857,33.81299,-116.64193,2554.2,2018-12-09,2018-12-15,None
102,USC00045091,4.447868852,0.0,0.0,0.0,0.0,50.17562724,52.28571429,60.0,27.42857143,22.0,39.85714286,33.81299,-116.64193,2554.2,2018-12-16,2018-12-22,None
103,USC00045091,4.447868852,0.02857142857,0.2,0.1,0.5,50.17562724,42.0,55.0,17.71428571,7.0,29.85714286,33.81299,-116.64193,2554.2,2018-12-23,2018-12-29,None
104,USC00045091,4.689982813,0.02142857143,0.15,0.1428571429,1.0,50.04301076,39.42857143,51.0,13.42857143,5.0,26.42857143,33.81299,-116.64193,2554.2,2018-12-30,2019-01-05,None
105,USC00045091,4.932096774,0.1071428571,0.75,1.542857143,10.8,49.91039427,45.85714286,51.0,23.14285714,18.0,34.5,33.81299,-116.64193,2554.2,2019-01-06,2019-01-12,None
106,USC00045091,4.932096774,0.3657142857,2.56,3.128571429,21.9,49.91039427,39.0,47.0,24.42857143,15.0,31.71428571,33.81299,-116.64193,2554.2,2019-01-13,2019-01-19,None
107,USC00045091,4.932096774,0.0,0.0,0.0,0.0,49.91039427,46.0,51.0,17.0,-5.0,31.5,33.81299,-116.64193,2554.2,2019-01-20,2019-01-26,None
108,USC00045091,5.226316244,0.1385714286,0.97,0.5142857143,3.6,47.04249872,48.14285714,59.0,28.28571429,22.0,38.21428571,33.81299,-116.64193,2554.2,2019-01-27,2019-02-02,None
109,USC00045091,5.520535714,0.3657142857,2.56,6.285714286,44.0,44.17460317,34.28571429,43.0,16.14285714,8.0,25.21428571,33.81299,-116.64193,2554.2,2019-02-03,2019-02-09,None
110,USC00045091,6.12546947,0.01714285714,0.12,0.6,3.0,48.45289299,42.33333333,54.0,19.5,10.0,30.91666667,33.81299,-116.64193,2554.2,2019-02-10,2019-04-03,None
111,USC00045091,8.312083333,0.0,0.0,0.0,0.0,60.41635688,49.6,54.0,28.6,25.0,39.1,33.81299,-116.64193,2554.2,2019-04-04,2019-04-10,None
112,USC00045091,8.312083333,0.0,0.0,0.0,0.0,60.41635688,49.28571429,58.0,28.85714286,26.0,39.07142857,33.81299,-116.64193,2554.2,2019-04-11,2019-04-17,None
113,USC00045091,8.312083333,0.0,0.0,0.0,0.0,60.41635688,59.8,62.0,36.2,34.0,48.0,33.81299,-116.64193,2554.2,2019-04-18,2019-04-24,None
114,USC00045091,8.533236789,0.0,0.0,0.0,0.0,59.2826121,62.85714286,66.0,38.28571429,36.0,50.57142857,33.81299,-116.64193,2554.2,2019-04-25,2019-05-01,None
115,USC00045091,8.754390244,0.0,0.0,0.0,0.0,58.14886731,59.0,62.0,30.8,29.0,44.9,33.81299,-116.64193,2554.2,2019-05-02,2019-05-08,None
116,USC00045091,8.754390244,0.0,0.0,0.0,0.0,58.14886731,54.42857143,61.0,35.57142857,31.0,45.0,33.81299,-116.64193,2554.2,2019-05-09,2019-05-15,None
117,USC00045091,8.754390244,0.08142857143,0.57,0.2571428571,1.8,58.14886731,49.71428571,61.0,28.14285714,20.0,38.92857143,33.81299,-116.64193,2554.2,2019-05-16,2019-05-22,None
118,USC00045091,8.754390244,0.1,0.7,0.5714285714,4.0,58.14886731,46.85714286,51.0,27.85714286,25.0,37.35714286,33.81299,-116.64193,2554.2,2019-05-23,2019-05-29,None
119,USC00045091,8.277618851,0.0,0.0,0.0,0.0,64.66332255,60.28571429,69.0,36.57142857,32.0,48.42857143,33.81299,-116.64193,2554.2,2019-05-30,2019-06-05,None
120,USC00045091,7.800847458,0.0,0.0,0.0,0.0,71.17777778,70.0,74.0,42.14285714,38.0,56.07142857,33.81299,-116.64193,2554.2,2019-06-06,2019-06-12,None
121,USC00045091,7.800847458,0.0,0.0,0.0,0.0,71.17777778,72.66666667,76.0,46.16666667,42.0,59.41666667,33.81299,-116.64193,2554.2,2019-06-13,2019-06-19,None
122,USC00045091,7.800847458,0.0,0.0,0.0,0.0,71.17777778,70.28571429,74.0,42.85714286,39.0,56.57142857,33.81299,-116.64193,2554.2,2019-06-20,2019-06-26,None
123,USC00045091,7.754697923,0.0,0.0,0.0,0.0,74.77885305,73.71428571,76.0,42.14285714,39.0,57.92857143,33.81299,-116.64193,2554.2,2019-06-27,2019-07-03,minor
124,USC00045091,7.708548387,0.0,0.0,0.0,0.0,78.37992832,71.71428571,75.0,42.85714286,40.0,57.28571429,33.81299,-116.64193,2554.2,2019-07-04,2019-07-10,None
125,USC00045091,7.708548387,0.0,0.0,0.0,0.0,78.37992832,78.14285714,80.0,48.14285714,42.0,63.14285714,33.81299,-116.64193,2554.2,2019-07-11,2019-07-17,minor
126,USC00045091,7.708548387,0.002857142857,0.02,0.0,0.0,78.37992832,77.28571429,82.0,51.71428571,46.0,64.5,33.81299,-116.64193,2554.2,2019-07-18,2019-07-24,None
127,USC00045091,7.708548387,0.004285714286,0.03,0.0,0.0,78.37992832,76.71428571,82.0,50.71428571,48.0,63.71428571,33.81299,-116.64193,2554.2,2019-07-25,2019-07-31,None
128,USC00045091,6.767073171,0.0,0.0,0.0,0.0,79.75268817,77.0,79.0,52.71428571,49.0,64.85714286,33.81299,-116.64193,2554.2,2019-08-01,2019-08-07,None
129,USC00045091,6.767073171,0.0,0.0,0.0,0.0,79.75268817,74.0,75.0,45.42857143,40.0,59.71428571,33.81299,-116.64193,2554.2,2019-08-08,2019-08-14,minor
130,USC00045091,6.767073171,0.0,0.0,0.0,0.0,79.75268817,78.42857143,80.0,44.57142857,42.0,61.5,33.81299,-116.64193,2554.2,2019-08-15,2019-08-21,None
131,USC00045091,6.767073171,0.0,0.0,0.0,0.0,79.75268817,78.42857143,80.0,50.57142857,48.0,64.5,33.81299,-116.64193,2554.2,2019-08-22,2019-08-28,None
132,USC00045091,6.686661586,0.2285714286,1.6,0.0,0.0,76.25782557,77.0,79.0,48.14285714,41.0,62.57142857,33.81299,-116.64193,2554.2,2019-08-29,2019-09-04,None
133,USC00045091,6.439254033,0.02,0.14,0.0,0.0,68.72377539,68.71428571,74.0,36.0,26.0,52.35714286,33.81299,-116.64193,2554.2,2019-09-06,2019-10-12,minor
134,USC00045091,6.272258065,0.0,0.0,0.0,0.0,64.68458781,65.85714286,70.0,31.71428571,21.0,48.78571429,33.81299,-116.64193,2554.2,2019-10-13,2019-10-19,None
135,USC00045091,6.272258065,0.0,0.0,0.0,0.0,64.68458781,65.42857143,70.0,37.71428571,35.0,51.57142857,33.81299,-116.64193,2554.2,2019-10-20,2019-10-26,None
136,USC00045091,5.509795699,0.0,0.0,0.0,0.0,61.21451613,64.42857143,68.0,28.0,21.0,46.21428571,33.81299,-116.64193,2554.2,2019-10-27,2019-11-02,None
137,USC00045091,4.747333333,0.0,0.0,0.0,0.0,57.74444444,59.85714286,68.0,28.57142857,28.0,44.21428571,33.81299,-116.64193,2554.2,2019-11-03,2019-11-09,None
138,USC00045091,4.747333333,0.0,0.0,0.0,0.0,57.74444444,60.33333333,63.0,31.5,28.0,45.91666667,33.81299,-116.64193,2554.2,2019-11-10,2019-11-16,None
139,USC00045091,4.747333333,0.1285714286,0.9,0.1285714286,0.9,57.74444444,45.28571429,62.0,25.28571429,11.0,35.28571429,33.81299,-116.64193,2554.2,2019-11-17,2019-11-23,None
140,USC00045091,4.747333333,0.2928571429,2.05,3.357142857,23.5,57.74444444,35.14285714,45.0,11.14285714,-10.0,23.14285714,33.81299,-116.64193,2554.2,2019-11-24,2019-11-30,None
141,USC00045091,4.3625,0.1642857143,1.15,0.2285714286,1.6,48.74551971,46.85714286,51.0,29.42857143,26.0,38.14285714,33.81299,-116.64193,2554.2,2019-12-01,2019-12-07,None
142,USC00045091,4.3625,0.002857142857,0.02,0.07142857143,0.5,48.74551971,48.42857143,57.0,23.71428571,12.0,36.07142857,33.81299,-116.64193,2554.2,2019-12-08,2019-12-14,None
143,USC00045091,4.3625,0.0,0.0,0.0,0.0,48.74551971,44.0,53.0,14.28571429,-9.0,29.14285714,33.81299,-116.64193,2554.2,2019-12-15,2019-12-21,None
144,USC00045091,4.3625,0.2728571429,1.91,2.957142857,20.7,48.74551971,35.42857143,49.0,18.57142857,12.0,27.0,33.81299,-116.64193,2554.2,2019-12-22,2019-12-28,None
145,USC00047470,5.155403226,0.001428571429,0.01,0.007352941176,0.05147058823,47.61648746,65.71428571,70.0,39.14285714,33.0,52.42857143,33.9511,-117.388,256.0,2013-01-01,2013-01-07,None
